time,title,link,sentiment,sentiment_score
2024-05-15 14:45:00,Inhibikase Therapeutics Announces Request for Withdrawal of S-1 Registration Statement,https://finance.yahoo.com/news/inhibikase-therapeutics-announces-request-withdrawal-124500692.html,neutral,-0.93732750415802
