time,title,link,sentiment,sentiment_score
2024-05-15 13:00:00,Edible Garden Reports Significant 27.6% Year-Over-Year Revenue Growth for First Quarter of 2024,https://finance.yahoo.com/news/edible-garden-reports-significant-27-110000005.html,positive,0.9493119120597839
