time,title,link,sentiment,sentiment_score
2024-05-15 14:30:00,Reliance Global Group Announces Game-Changing Acquisition of Spetner Associates; Projected to Double Company’s Revenue,https://finance.yahoo.com/news/reliance-global-group-announces-game-123000211.html,positive,0.8456002473831177
